landscape_id,wild_biodiversity,ecological_connectivity,ecosystem_services,climate_resilience,community_nature_reciprocity,abiotic_integrity,anthropogenic_pressure,fne_score,score_label,wild_biodiversity_confidence,ecological_connectivity_confidence,ecosystem_services_confidence,climate_resilience_confidence,community_nature_reciprocity_confidence,abiotic_integrity_confidence,anthropogenic_pressure_confidence,confidence,data_coverage_pct
ls_00157,6.0,5.3,7.12,7.08,2.26,3.31,4.34,5.06,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00158,7.94,3.9,5.62,3.86,6.18,5.96,7.16,5.8,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00159,6.03,3.06,3.98,4.82,3.1,3.92,5.42,4.33,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00160,6.63,5.58,7.83,7.35,3.29,7.23,5.62,6.22,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00161,5.61,3.89,6.18,6.36,2.87,6.94,5.36,5.32,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00162,6.04,5.16,7.13,7.65,3.33,7.93,5.89,6.16,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00163,7.01,4.51,6.12,6.48,5.37,3.68,6.56,5.68,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00164,6.5,5.17,7.29,8.1,3.22,8.58,5.74,6.37,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00165,5.52,3.19,3.92,5.15,3.2,4.09,5.7,4.4,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00166,5.49,2.79,5.16,5.75,4.3,3.83,4.4,4.53,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00167,5.66,3.54,7.59,7.68,2.68,8.25,4.83,5.75,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00168,5.51,3.55,7.0,7.2,2.08,6.83,4.43,5.23,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00169,7.35,6.19,8.14,6.32,3.27,7.12,5.91,6.33,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00170,4.94,5.02,6.78,7.72,3.26,8.06,6.14,5.99,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00171,7.82,3.94,1.93,6.25,3.1,3.68,7.45,4.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00172,5.88,3.4,7.16,7.93,2.78,7.11,4.71,5.57,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00173,6.67,6.13,8.58,6.67,3.03,8.46,5.11,6.38,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00174,7.58,6.54,8.1,6.32,2.98,7.11,6.63,6.47,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00175,5.58,2.69,5.28,7.23,2.51,7.41,4.69,5.06,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00176,6.42,4.77,8.4,6.62,2.43,8.32,6.34,6.19,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00177,6.59,3.74,5.45,5.87,2.49,7.66,4.88,5.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00178,6.72,5.56,9.05,6.16,2.29,7.1,6.4,6.18,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00179,5.76,5.74,5.72,5.07,3.33,4.13,6.22,5.14,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00180,6.69,6.26,8.57,5.7,2.32,9.26,6.23,6.43,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00181,6.85,6.43,8.01,5.27,2.63,7.42,6.27,6.13,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00182,7.08,6.92,8.0,5.76,3.16,7.61,5.82,6.34,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00183,5.67,3.14,6.3,7.19,2.74,6.71,4.11,5.12,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00184,5.84,5.02,7.88,6.26,3.03,6.84,6.07,5.85,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00185,6.53,4.16,6.08,6.68,3.01,3.9,5.44,5.11,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00186,6.84,5.03,8.36,7.88,3.28,8.75,5.45,6.51,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00187,6.42,5.0,7.05,5.23,3.02,5.6,6.25,5.51,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00188,6.64,5.52,7.52,6.95,3.26,8.14,5.62,6.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00189,6.32,5.72,7.62,6.67,3.37,6.55,5.51,5.97,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00190,6.05,3.77,4.64,6.27,3.18,3.96,6.0,4.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00191,7.75,6.42,8.38,5.5,3.96,4.59,7.12,6.25,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00192,5.69,4.39,7.77,6.2,2.52,3.6,4.35,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00193,6.81,4.01,5.81,7.03,2.94,6.86,6.42,5.7,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00194,5.41,2.83,6.65,5.36,2.59,3.83,4.11,4.4,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00195,5.34,3.21,6.58,5.23,2.75,3.78,4.46,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00196,6.49,4.81,5.73,6.62,3.33,6.85,5.9,5.68,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00197,5.63,3.69,4.11,5.51,3.07,3.81,5.74,4.51,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00198,6.54,5.75,8.09,6.75,3.28,7.1,6.35,6.27,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00199,6.19,4.53,8.79,6.42,2.67,7.08,5.67,5.91,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00200,7.41,3.88,2.48,3.18,3.11,3.21,6.83,4.3,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00201,5.45,1.87,3.05,5.62,4.33,3.23,3.92,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00202,8.21,3.77,1.46,5.36,2.71,3.11,7.97,4.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00203,6.22,4.38,5.57,5.29,2.91,3.69,4.71,4.68,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00204,6.41,3.02,4.18,3.74,3.17,6.04,3.95,4.36,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00205,7.1,5.88,4.52,4.73,4.71,5.96,6.11,5.57,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00206,7.48,3.2,2.84,3.06,4.84,6.04,6.69,4.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00207,7.45,6.37,6.56,6.45,4.6,4.56,5.84,5.98,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00208,6.5,4.74,6.51,5.68,2.28,3.28,5.31,4.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00209,7.96,3.84,1.74,5.28,3.12,3.61,7.6,4.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00210,7.79,4.52,3.7,6.12,4.24,3.67,6.65,5.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00211,7.29,4.61,6.35,6.03,4.73,3.62,6.57,5.6,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00212,7.12,6.7,8.17,6.56,3.01,8.09,6.15,6.54,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00213,6.42,4.94,6.99,5.11,3.25,5.36,5.71,5.4,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00214,6.0,2.65,3.69,4.22,4.92,6.84,5.18,4.79,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00215,6.75,5.26,7.4,3.89,0.89,6.86,4.33,5.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00216,6.85,6.22,8.88,6.75,1.56,7.29,6.83,6.34,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00217,5.23,2.17,2.91,2.62,4.68,2.7,3.9,3.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00218,5.35,5.82,9.16,6.2,1.55,6.96,6.72,5.97,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00219,5.15,5.89,9.04,6.52,1.58,7.16,6.76,6.01,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00220,8.08,7.53,8.4,5.14,5.22,4.56,6.9,6.55,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00221,6.81,5.74,9.01,6.14,2.23,7.17,6.63,6.25,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00222,5.92,3.56,4.36,4.47,3.32,3.85,6.19,4.52,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00223,6.11,5.01,4.55,6.1,3.2,3.81,6.82,5.09,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00224,6.37,4.84,3.85,4.17,3.22,3.71,7.27,4.78,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00225,5.52,5.49,5.62,4.87,2.94,3.97,6.22,4.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00226,5.86,4.5,8.04,5.58,3.13,6.79,5.93,5.69,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00227,6.83,3.55,1.95,6.24,3.98,3.57,6.92,4.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00228,7.09,5.44,8.84,6.27,3.1,7.04,5.99,6.25,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00229,6.94,6.89,7.56,5.0,1.26,5.0,7.91,5.79,Moderate,HIGH,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,90.7
ls_00230,7.28,5.64,7.36,5.81,5.21,4.28,6.01,5.94,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00231,6.53,5.05,3.94,4.89,5.07,6.88,6.71,5.58,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00232,6.78,4.91,6.49,6.06,5.16,3.65,6.67,5.67,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00233,7.09,4.72,7.23,5.42,5.4,4.09,6.16,5.73,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00234,6.98,4.81,4.82,5.63,4.38,3.65,6.39,5.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00235,7.24,5.92,6.86,6.03,4.88,3.49,6.5,5.85,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00236,5.0,5.21,6.91,5.02,5.89,3.99,6.03,5.44,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00237,6.89,5.88,7.2,5.03,5.62,4.67,6.11,5.91,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00238,5.43,5.33,6.33,5.87,3.27,7.83,6.37,5.78,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00239,7.21,5.88,5.63,5.42,4.17,3.53,4.95,5.26,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00240,6.31,4.23,6.11,6.15,4.96,3.03,5.13,5.13,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00241,6.3,3.23,3.82,4.45,2.44,3.13,4.44,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00242,6.06,4.42,7.02,6.98,2.28,6.73,4.71,5.46,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00243,7.14,7.26,7.43,3.68,3.24,6.84,6.32,5.99,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00244,7.73,4.59,7.37,5.79,5.23,4.58,6.35,5.95,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00245,5.22,2.79,5.17,6.51,2.81,7.85,5.58,5.13,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00246,6.08,5.31,4.94,4.32,2.76,3.6,5.64,4.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00247,6.96,5.97,6.19,3.79,3.14,5.59,6.86,5.5,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00248,6.78,5.73,7.41,4.07,3.04,5.58,6.26,5.55,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00249,7.41,7.18,8.35,5.65,2.47,8.05,6.33,6.49,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00250,5.78,4.2,7.18,5.97,2.67,7.44,4.49,5.39,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00251,6.52,7.31,8.59,5.07,2.76,7.15,5.84,6.18,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00252,5.94,5.96,8.01,5.69,2.42,6.59,5.2,5.69,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00253,6.43,5.09,8.18,5.48,3.09,8.12,6.08,6.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00254,6.23,4.42,3.91,3.7,4.39,5.89,6.09,4.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00255,6.4,4.95,2.26,3.63,5.56,3.98,7.2,4.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00256,6.5,5.23,8.23,5.47,2.96,6.55,5.55,5.78,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00257,6.56,5.81,7.7,6.63,3.03,6.78,6.06,6.08,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00258,5.24,6.1,8.44,5.77,2.07,8.26,6.71,6.08,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00259,6.42,4.69,7.31,4.84,3.19,5.35,5.14,5.28,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00260,6.3,7.34,8.11,6.25,3.05,7.94,6.48,6.5,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00261,6.53,4.73,7.34,5.09,3.35,5.54,5.42,5.43,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00262,6.77,4.79,7.9,5.06,3.35,6.89,5.67,5.78,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00263,5.58,5.1,4.23,4.33,3.3,5.64,6.39,4.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00264,7.03,6.46,8.19,5.33,2.49,7.5,6.97,6.28,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00265,7.17,6.77,8.64,5.7,2.04,9.34,6.35,6.57,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00266,7.35,7.07,8.24,5.95,2.82,7.51,6.3,6.46,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00267,7.45,5.78,7.94,5.48,5.43,4.3,5.36,5.96,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00268,7.23,6.21,8.16,5.14,2.52,7.52,6.59,6.2,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00269,6.36,4.83,5.53,4.09,3.34,4.51,6.38,5.01,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00270,6.12,3.88,4.23,2.54,3.21,5.37,6.12,4.5,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00271,6.06,4.19,5.83,4.33,2.65,4.18,5.64,4.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00272,6.39,3.87,4.91,4.76,3.23,4.51,5.7,4.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00273,6.81,6.78,6.83,3.5,2.93,5.74,6.98,5.65,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00274,6.68,5.3,8.58,6.31,2.77,8.1,4.74,6.07,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00275,6.82,5.55,6.39,6.31,5.95,4.57,6.47,6.01,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00276,7.82,4.85,4.76,4.05,4.98,7.26,7.11,5.83,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00277,6.59,4.24,4.44,4.65,3.32,3.86,6.07,4.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00278,6.68,6.33,8.67,5.63,5.13,4.35,6.71,6.21,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00279,6.51,2.96,3.37,4.03,3.33,3.58,5.52,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00280,7.5,6.63,8.8,6.26,2.94,8.96,7.01,6.87,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00281,7.14,5.62,8.65,6.89,2.98,8.7,5.78,6.54,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00282,7.19,6.42,8.57,6.71,3.0,8.78,6.55,6.75,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00283,7.05,5.44,7.91,7.03,3.07,7.2,6.18,6.27,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00284,7.52,5.47,8.23,6.76,3.05,7.12,6.05,6.31,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00285,7.58,5.4,8.05,5.77,2.91,7.13,6.13,6.14,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00286,6.42,5.21,7.92,4.92,3.0,3.44,5.89,5.26,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00287,7.82,6.56,8.16,4.99,4.48,4.49,7.0,6.21,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00288,6.15,5.36,8.9,5.58,3.12,6.47,5.56,5.88,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00289,6.04,2.93,5.57,5.53,2.69,3.1,5.07,4.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00290,7.08,6.13,8.61,6.11,3.33,8.75,6.43,6.63,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00291,6.75,7.16,8.0,6.65,3.16,7.82,6.22,6.54,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00292,5.89,5.96,6.73,2.85,3.12,4.14,5.83,4.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00293,6.95,6.05,8.54,4.97,2.02,7.3,5.6,5.92,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00294,6.45,5.33,8.27,5.7,2.64,8.25,6.12,6.11,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00295,6.6,3.97,3.35,3.32,4.66,5.85,6.41,4.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00296,7.15,5.71,7.84,5.7,3.05,4.28,5.74,5.64,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00297,7.0,5.32,7.56,5.02,2.14,7.01,5.13,5.6,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00298,7.84,6.5,8.3,5.08,5.9,4.37,6.81,6.4,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00299,7.82,6.13,8.28,5.2,5.22,4.41,6.98,6.29,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00300,6.22,3.96,3.5,3.43,4.95,6.4,6.37,4.98,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00301,6.88,5.55,7.85,5.55,2.57,3.96,5.4,5.39,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00302,6.68,5.43,5.98,4.5,2.78,6.79,7.07,5.6,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00303,7.57,5.41,8.22,6.62,3.25,7.12,5.87,6.29,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00304,6.52,6.26,8.22,5.09,2.51,6.88,6.9,6.05,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00305,6.65,5.06,5.04,4.68,3.38,3.84,6.46,5.02,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00306,6.41,2.84,3.72,5.04,4.04,5.09,3.92,4.44,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00307,6.56,6.11,6.7,5.01,4.59,3.47,5.67,5.44,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00308,6.78,4.35,7.56,7.43,3.29,8.56,5.74,6.24,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00309,6.35,7.74,6.88,3.79,3.19,5.56,6.9,5.77,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00310,6.73,6.55,6.57,4.35,3.29,5.55,6.04,5.58,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00311,5.57,4.27,7.03,7.13,2.77,6.63,5.19,5.51,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00312,6.77,4.73,3.68,3.74,4.86,6.85,6.67,5.33,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00313,4.73,5.22,8.65,6.3,2.26,6.99,6.49,5.81,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_00314,6.56,5.7,5.79,3.99,2.93,4.52,6.59,5.15,Moderate,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
